path	rg	cs_prod	cs_test	sub_call	sub_fn_ptr	sub_serde	sub_string	sub_comment	a	b	c	comment
crates/domain-portfolio/src/account.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/domain-portfolio/src/position/mod.rs	3	3	0	3	0	0	0	0	3	0	0	0
crates/domain-portfolio/src/strategy_assignment.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/domain-portfolio/tests/unit/account_tests.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/domain-portfolio/tests/unit/backtest_run_tests.rs	13	0	0	13	0	0	0	0	0	0	13	0
crates/domain-portfolio/tests/unit/backtest_tests.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/domain-portfolio/tests/unit/funding_tests.rs	3	0	0	3	0	0	0	0	0	0	3	0
crates/domain-portfolio/tests/unit/liquidation_tests.rs	8	0	0	8	0	0	0	0	0	0	8	0
crates/domain-portfolio/tests/unit/realized_pnl_tests.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/domain-portfolio/tests/unit/strategy_assignment_tests.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/domain-portfolio/tests/unit/tax_lot_tests.rs	4	0	0	4	0	0	0	0	0	0	4	0
crates/domain-portfolio/tests/unit/trade_tests.rs	3	0	0	3	0	0	0	0	0	0	3	0
crates/domain-portfolio/tests/unit/valuation_tests.rs	6	0	0	6	0	0	0	0	0	0	6	0
crates/domain-strategy/src/../tests/unit/filter_pipeline_tests.rs	0	0	8	0	0	0	0	0	0	0	0	0
crates/domain-strategy/src/../tests/unit/signal_composition_tests.rs	0	0	2	0	0	0	0	0	0	0	0	0
crates/domain-strategy/src/../tests/unit/signal_tests.rs	0	0	2	0	0	0	0	0	0	0	0	0
crates/domain-strategy/src/../tests/unit/workflow_run_tests.rs	0	0	5	0	0	0	0	0	0	0	0	0
crates/domain-strategy/src/golden_fish_v2/oi_alignment.rs	2	0	2	2	0	0	0	0	0	0	2	0
crates/domain-strategy/src/pair_simulation.rs	6	0	6	6	0	0	0	0	0	0	6	0
crates/domain-strategy/src/sweep.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/domain-strategy/src/voter/adapters/eiv_voter.rs	3	0	3	3	0	0	0	0	0	0	3	0
crates/domain-strategy/tests/unit/filter_pipeline_tests.rs	8	0	0	8	0	0	0	0	0	0	8	0
crates/domain-strategy/tests/unit/signal_composition_tests.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/domain-strategy/tests/unit/signal_tests.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/domain-strategy/tests/unit/workflow_run_tests.rs	5	0	0	5	0	0	0	0	0	0	5	0
crates/domain-trading-analysis/src/walk_forward_tests.rs	9	0	21	9	0	0	0	0	0	0	9	0
crates/domain-trading/src/../tests/unit/risk_budget_test.rs	0	0	11	0	0	0	0	0	0	0	0	0
crates/domain-trading/src/../tests/unit/risk_profile_test.rs	0	0	3	0	0	0	0	0	0	0	0	0
crates/domain-trading/src/../tests/unit/trading_session_test.rs	0	0	6	0	0	0	0	0	0	0	0	0
crates/domain-trading/src/circuit_breaker.rs	2	0	2	2	0	0	0	0	0	0	2	0
crates/domain-trading/src/comparison.rs	2	0	0	0	0	0	0	2	0	0	0	2
crates/domain-trading/src/execution/../../tests/unit/execution_execution_report_test.rs	0	0	1	0	0	0	0	0	0	0	0	0
crates/domain-trading/src/fill_accounting.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/domain-trading/src/ledger/../../tests/unit/ledger_funding_entries_test.rs	0	0	2	0	0	0	0	0	0	0	0	0
crates/domain-trading/src/ledger/../../tests/unit/ledger_liquidation_entries_test.rs	0	0	2	0	0	0	0	0	0	0	0	0
crates/domain-trading/src/ledger/../../tests/unit/ledger_margin_entries_test.rs	0	0	24	0	0	0	0	0	0	0	0	0
crates/domain-trading/src/ledger/../../tests/unit/ledger_trade_entries_test.rs	0	0	2	0	0	0	0	0	0	0	0	0
crates/domain-trading/src/ledger/../../tests/unit/ledger_transfer_entries_test.rs	0	0	2	0	0	0	0	0	0	0	0	0
crates/domain-trading/src/portfolio/../../tests/unit/portfolio_account_group_test.rs	0	0	1	0	0	0	0	0	0	0	0	0
crates/domain-trading/src/portfolio/account_group.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/domain-trading/src/reconciliation.rs	2	2	0	2	0	0	0	0	2	0	0	0
crates/domain-trading/src/risk_budget_state.rs	3	3	0	3	0	0	0	0	3	0	0	0
crates/domain-trading/src/simulation/../../tests/unit/simulation_fill_test.rs	0	0	5	0	0	0	0	0	0	0	0	0
crates/domain-trading/src/simulation/../../tests/unit/simulation_simple_simulator_test.rs	0	0	2	0	0	0	0	0	0	0	0	0
crates/domain-trading/src/simulation/simple_simulator.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/domain-trading/src/trading_session.rs	2	2	0	2	0	0	0	0	2	0	0	0
crates/domain-trading/tests/bdd_group_execution/bdd_1661_trading_session.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/domain-trading/tests/bdd_group_execution/bdd_cfd.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/domain-trading/tests/bdd_group_risk/bdd_1660_risk_profile.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/domain-trading/tests/bdd_group_risk/bdd_2890_runtime_safety.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/domain-trading/tests/bdd_group_types/bdd_1183_hold_chain.rs	3	0	0	3	0	0	0	0	0	0	3	0
crates/domain-trading/tests/unit/execution_execution_report_test.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/domain-trading/tests/unit/ledger_funding_entries_test.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/domain-trading/tests/unit/ledger_liquidation_entries_test.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/domain-trading/tests/unit/ledger_margin_entries_test.rs	24	0	0	24	0	0	0	0	0	0	24	0
crates/domain-trading/tests/unit/ledger_trade_entries_test.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/domain-trading/tests/unit/ledger_transfer_entries_test.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/domain-trading/tests/unit/portfolio_account_group_test.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/domain-trading/tests/unit/risk_budget_test.rs	11	0	0	5	0	0	6	0	0	0	11	0
crates/domain-trading/tests/unit/risk_profile_test.rs	3	0	0	3	0	0	0	0	0	0	3	0
crates/domain-trading/tests/unit/simulation_fill_test.rs	5	0	0	5	0	0	0	0	0	0	5	0
crates/domain-trading/tests/unit/simulation_simple_simulator_test.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/domain-trading/tests/unit/trading_session_test.rs	6	0	0	6	0	0	0	0	0	0	6	0
crates/domain-trading/tests/unit_1994_risk_state_snapshot.rs	4	0	0	4	0	0	0	0	0	0	4	0
crates/gaps-cli/src/lib.rs	2	2	0	2	0	0	0	0	2	0	0	0
crates/gaps-cli/tests/smoke_gap_detection.rs	3	0	0	3	0	0	0	0	0	0	3	0
crates/interface-adapters/src/configuration/cli_presenter.rs	6	0	6	6	0	0	0	0	0	0	6	0
crates/ledger-portfolio/src/ledger_service_tests.rs	1	0	1	1	0	0	0	0	0	0	1	0
crates/ledger-portfolio/src/ledger_snapshot_service.rs	2	2	0	2	0	0	0	0	2	0	0	0
crates/ledger-portfolio/src/ledger_snapshot_service_tests.rs	3	0	3	3	0	0	0	0	0	0	3	0
crates/ledger-portfolio/src/portfolio_query_service.rs	7	2	5	7	0	0	0	0	2	0	5	0
crates/ledger-portfolio/src/reconciliation_service.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/ledger-portfolio/src/resilient_publisher_tests.rs	10	0	10	10	0	0	0	0	0	0	10	0
crates/messenger/src/worker.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/notification-delivery/src/composite_notifier.rs	2	1	1	2	0	0	0	0	1	0	1	0
crates/notification-delivery/src/notifier_tower.rs	1	0	1	1	0	0	0	0	0	0	1	0
crates/notification-delivery/src/persistence_delivery_bridge.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/notification-delivery/src/trade_fill_handler.rs	1	0	1	1	0	0	0	0	0	0	1	0
crates/notification-delivery/tests/bdd_3100_notifier_composite_retry.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/notification-delivery/tests/bdd_3101_trade_fill_apalis.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/ports-collection/src/borrow_rate_repository.rs	1	0	0	0	0	0	0	1	0	0	0	1
crates/ports-collection/src/pipeline_audit.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/ports-collection/src/session_store.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/ports-strategy/src/backtest_orchestrator_tests.rs	6	0	6	6	0	0	0	0	0	0	6	0
crates/ports-strategy/src/backtest_tests.rs	2	0	2	2	0	0	0	0	0	0	2	0
crates/ports-strategy/src/execution_strategy_tests.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/ports-strategy/src/signal_execution_stateful_tests.rs	1	0	1	1	0	0	0	0	0	0	1	0
crates/ports-strategy/src/signal_execution_stateless_tests.rs	1	0	1	1	0	0	0	0	0	0	1	0
crates/ports-system/src/audit.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/ports-system/src/notifier.rs	2	1	1	2	0	0	0	0	1	0	1	0
crates/ports-trading-ledger/src/reconciliation_audit_repository.rs	4	0	4	4	0	0	0	0	0	0	4	0
crates/price-fetcher/src/fetch_scheduler.rs	3	3	0	3	0	0	0	0	3	0	0	0
crates/qbot-entry-cli/src/lib.rs	2	2	0	2	0	0	0	0	2	0	0	0
crates/qbot-mcp-bin/src/smoke.rs	4	4	0	4	0	0	0	0	4	0	0	0
crates/qbot-mcp-bin/tests/bdd_3200_jupiter_ledger_reconciliation.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/qbot-mcp-bin/tests/bdd_3301_capital_reconciliation.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/qbot-mcp-bin/tests/bdd_apalis_daily_summary.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/qbot-mcp-bin/tests/bdd_apalis_reconciliation.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/qbot-mcp-bin/tests/integration_3200_jupiter_local_provider.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/qbot-mcp-bin/tests/integration_3301_capital_local_provider.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/qbot-mcp/src/handler/backtest/backtest_query_tests.rs	1	0	1	1	0	0	0	0	0	0	1	0
crates/qbot-mcp/src/handler/backtest/mod.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/qbot-mcp/src/handler/cfd.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/qbot-mcp/src/handler/constructor.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/qbot-mcp/src/handler/data_series.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/qbot-mcp/src/handler/portfolio.rs	1	0	0	1	0	0	0	0	0	1	0	0
crates/qbot-mcp/src/handler/screener.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/qbot-mcp/tests/bdd/check_coverage.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/qbot-mcp/tests/bdd/data_inventory.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/qbot-mcp/tests/bdd/issue_1793_emergency_stop_partial.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/qbot-mcp/tests/bdd/issue_510_audit_trail.rs	3	0	0	3	0	0	0	0	0	0	3	0
crates/qbot-mcp/tests/bdd_screener_mcp_tools.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/qbot-mcp/tests/common_mcp_server/fixtures.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/qbot-mcp/tests/integration/bdd_2011_weekend_gap.rs	5	0	0	5	0	0	0	0	0	0	5	0
crates/qbot-mcp/tests/integration/integration_510_audit_trail.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/qbot-mcp/tests/regression/issue_2668_stub_coverage.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/screener-cli/src/universe_tests.rs	1	0	1	1	0	0	0	0	0	0	1	0
crates/series-cli/src/interval_filter_tests.rs	1	0	1	1	0	0	0	0	0	0	1	0
crates/series-cli/src/main.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/series-cli/src/output_tests.rs	1	0	2	1	0	0	0	0	0	0	1	0
crates/series-cli/tests/bdd_series_cli.rs	7	0	0	7	0	0	0	0	0	0	7	0
crates/series-cli/tests/harness/bdd_coverage_analysis.rs	13	0	0	13	0	0	0	0	0	0	13	0
crates/series-cli/tests/harness/integration_coverage_analyzer.rs	3	0	0	3	0	0	0	0	0	0	3	0
crates/series-cli/tests/harness/unit_main_functions.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/smoke/src/probes/circuit_breaker.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/smoke/src/probes/funding_current.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/smoke/src/probes/funding_history.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/smoke/tests/bdd_3011_safety_probes.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/smoke/tests/bdd_smoke_engine.rs	4	0	0	4	0	0	0	0	0	0	4	0
crates/smoke/tests/unit_3014_probe_rules.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/status-cli/src/main.rs	2	2	0	2	0	0	0	0	2	0	0	0
crates/status-cli/tests/integration_1141_status.rs	6	0	0	6	0	0	0	0	0	0	6	0
crates/strategy-workflow/src/workflow_interpreter.rs	2	2	0	2	0	0	0	0	2	0	0	0
crates/strategy-workflow/src/workflow_interpreter_tests.rs	1	0	1	1	0	0	0	0	0	0	1	0
crates/test-support/src/data_provider_steps.rs	3	3	0	3	0	0	0	0	3	0	0	0
crates/tests/domain-bdd/tests/bdd.rs	16	0	0	15	0	0	0	1	0	0	16	0
crates/tests/domain-bdd/tests/bdd_group_ledger/bdd_fee_calculation.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/tests/domain-bdd/tests/bdd_group_ledger/bdd_liquidation_entries.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/tests/domain-bdd/tests/bdd_group_ledger/bdd_margin_entries.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/tests/domain-bdd/tests/bdd_group_market/bdd_2412.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/tests/domain-bdd/tests/bdd_group_portfolio/bdd_benchmark_coverage.rs	2	0	0	0	2	0	0	0	0	0	2	0
crates/tests/param-flow/tests/architecture_2218_split_brain_scars.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/trading-pipeline/src/../tests/unit/composite_market_data_tests.rs	0	0	1	0	0	0	0	0	0	0	0	0
crates/trading-pipeline/src/../tests/unit/live_connection_pool_tests.rs	0	0	3	0	0	0	0	0	0	0	0	0
crates/trading-pipeline/src/../tests/unit/live_trading_pipeline_tests.rs	0	0	1	0	0	0	0	0	0	0	0	0
crates/trading-pipeline/src/../tests/unit/trading_runtime_tests.rs	0	0	3	0	0	0	0	0	0	0	0	0
crates/trading-pipeline/src/executor_chain/risk_checked.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/trading-pipeline/src/gap_detector.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/trading-pipeline/src/live_connection_pool.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/trading-pipeline/src/live_trading_service_orchestrator.rs	2	2	0	2	0	0	0	0	2	0	0	0
crates/trading-pipeline/src/live_trading_service_orchestrator_execution.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/trading-pipeline/src/pipeline_loop.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/trading-pipeline/src/staleness_guard.rs	2	1	1	2	0	0	0	0	1	0	1	0
crates/trading-pipeline/tests/bdd_inmemory/bdd_870_derivatives_cli_collection.rs	2	0	0	1	0	0	0	1	0	0	2	0
crates/trading-pipeline/tests/bdd_inmemory/bdd_backfill.rs	6	0	0	6	0	0	0	0	0	0	6	0
crates/trading-pipeline/tests/bdd_inmemory/bdd_live_connection_pool.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/trading-pipeline/tests/bdd_inmemory/bdd_live_connection_pool_health.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/trading-pipeline/tests/bdd_inmemory/bdd_resilient_publisher.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/trading-pipeline/tests/bdd_inmemory/bdd_series_manager.rs	8	0	0	8	0	0	0	0	0	0	8	0
crates/trading-pipeline/tests/bdd_inmemory/bdd_trading_runtime.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/trading-pipeline/tests/bdd_postgres/bdd_1130_live_position_ledger.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/trading-pipeline/tests/bdd_postgres/bdd_2546_portfolio_mcp.rs	4	0	0	4	0	0	0	0	0	0	4	0
crates/trading-pipeline/tests/bdd_postgres/bdd_2769_ledger_snapshot.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/trading-pipeline/tests/bdd_postgres/bdd_backtest_history.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/trading-pipeline/tests/bdd_postgres/bdd_collection_orchestrator.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/trading-pipeline/tests/bdd_postgres/bdd_collection_watchdog.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/trading-pipeline/tests/bdd_postgres/bdd_ledger_service.rs	4	0	0	4	0	0	0	0	0	0	4	0
crates/trading-pipeline/tests/bdd_postgres/bdd_multi_account_trading.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/trading-pipeline/tests/bdd_postgres/bdd_tiingo_backfill.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/trading-pipeline/tests/harness/bdd_1994_risk_persistence_live.rs	5	0	0	5	0	0	0	0	0	0	5	0
crates/trading-pipeline/tests/harness/cagr_truth_test.rs	3	0	0	3	0	0	0	0	0	0	3	0
crates/trading-pipeline/tests/harness/integration_history_bootstrap.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/trading-pipeline/tests/harness/integration_ledger_service.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/trading-pipeline/tests/harness/integration_live_connection_pool.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/trading-pipeline/tests/harness/regression_1491_add_symbol_fallback.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/trading-pipeline/tests/harness/regression_2692_trade_metrics.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/trading-pipeline/tests/harness/smoke_budget_enforcement.rs	4	0	0	4	0	0	0	0	0	0	4	0
crates/trading-pipeline/tests/harness/smoke_data_collection.rs	5	0	0	5	0	0	0	0	0	0	5	0
crates/trading-pipeline/tests/harness/smoke_e2e_real_adapters.rs	4	0	0	4	0	0	0	0	0	0	4	0
crates/trading-pipeline/tests/harness/unit_graceful_shutdown.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/trading-pipeline/tests/harness/unit_paper_risk_enforcement.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/trading-pipeline/tests/parity_reconciliation.rs	2	0	0	2	0	0	0	0	0	0	2	0
crates/trading-pipeline/tests/unit/composite_market_data_tests.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/trading-pipeline/tests/unit/live_connection_pool_tests.rs	3	0	0	3	0	0	0	0	0	0	3	0
crates/trading-pipeline/tests/unit/live_trading_pipeline_tests.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/trading-pipeline/tests/unit/trading_runtime_tests.rs	3	0	0	3	0	0	0	0	0	0	3	0
crates/use-cases/src/alert/mod.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/use-cases/src/backtest/logic.rs	3	1	2	3	0	0	0	0	1	0	2	0
crates/use-cases/src/backtest/outcomes.rs	1	0	1	1	0	0	0	0	0	0	1	0
crates/use-cases/src/backtest/promote.rs	3	1	2	3	0	0	0	0	1	0	2	0
crates/use-cases/src/backtest/rerun.rs	3	0	3	3	0	0	0	0	0	0	3	0
crates/use-cases/src/backtest/run/mod.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/use-cases/src/backtest/run/tests.rs	2	0	2	2	0	0	0	0	0	0	2	0
crates/use-cases/src/backtest/sweep_runner.rs	2	0	2	2	0	0	0	0	0	0	2	0
crates/use-cases/src/configuration/get_provider_config/mod.rs	2	2	0	2	0	0	0	0	2	0	0	0
crates/use-cases/src/configuration/response_models.rs	1	1	0	0	1	0	0	0	1	0	0	0
crates/use-cases/src/email_digest.rs	8	0	8	8	0	0	0	0	0	0	8	0
crates/use-cases/src/heartbeat_watchdog/tests.rs	8	0	8	8	0	0	0	0	0	0	8	0
crates/use-cases/src/reconciliation/handler.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/use-cases/src/reconciliation/handler_tests.rs	2	0	2	2	0	0	0	0	0	0	2	0
crates/use-cases/src/signal_summary/handler.rs	1	0	1	1	0	0	0	0	0	0	1	0
crates/use-cases/src/signal_summary/mod.rs	5	0	5	5	0	0	0	0	0	0	5	0
crates/use-cases/src/signal_summary/use_case.rs	3	1	1	2	0	0	0	1	1	0	1	1
crates/use-cases/src/slippage_tracker/mod.rs	2	1	0	1	0	0	0	1	1	0	0	1
crates/use-cases/src/slippage_tracker/tests.rs	1	0	1	1	0	0	0	0	0	0	1	0
crates/use-cases/src/status/mod.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/use-cases/src/status/tests.rs	3	0	3	3	0	0	0	0	0	0	3	0
crates/use-cases/tests/bdd_1064_run_config.rs	10	0	0	10	0	0	0	0	0	0	10	0
crates/use-cases/tests/bdd_1141_status_dashboard.rs	5	0	0	5	0	0	0	0	0	0	5	0
crates/use-cases/tests/bdd_1143_heartbeat_watchdog.rs	12	0	0	12	0	0	0	0	0	0	12	0
crates/use-cases/tests/harness/regression_1675_tier2_delivery.rs	1	0	0	1	0	0	0	0	0	0	1	0
crates/verdict/src/types.rs	2	2	0	2	0	0	0	0	2	0	0	0
crates/watchdog-cli/src/main.rs	2	2	0	1	1	0	0	0	2	0	0	0
crates/watchdog-cli/src/smoke.rs	1	1	0	1	0	0	0	0	1	0	0	0
crates/web/src/health_handler.rs	1	1	0	1	0	0	0	0	1	0	0	0
